typeID,groupID,typeName,description,mass,volume,capacity,portionSize,raceID,basePrice,published,marketGroupID,iconID,soundID,graphicID
18573,817,Rogue Mercenary Thorn,"Rogue Mercenaries always work for the highest bidder.  Their ships and equipment varies, as they use whatever is available at the time.  Threat level: Deadly",10900000.0000000000,109000.0000000000,480.0000000000,1,2,None,0,None,None,31,337
18574,818,Seven Grunt,"This is a fighter working for 'The Seven', a vast criminal network which operates from a host of secret pirate strongholds strewn across the known universe. Threat level: Moderate",1740000.0000000000,17400.0000000000,220.0000000000,1,2,None,0,None,None,None,345
18575,818,Seven Death Dealer,"This is a fighter working for 'The Seven', a vast criminal network which operates from a host of secret pirate strongholds strewn across the known universe. Threat level: High",1910000.0000000000,19100.0000000000,120.0000000000,1,2,None,0,None,None,None,339
18576,818,Seven Deathguard,"This is a fighter working for 'The Seven', a vast criminal network which operates from a host of secret pirate strongholds strewn across the known universe. Threat level: Very high",1910000.0000000000,19100.0000000000,80.0000000000,1,2,None,0,None,None,None,339
18577,817,Seven Thug,"This is a fighter working for 'The Seven', a vast criminal network which operates from a host of secret pirate strongholds strewn across the known universe. Threat level: Deadly",10900000.0000000000,109000.0000000000,1400.0000000000,1,2,None,0,None,None,31,337
18578,817,Seven Assassin,"This is a fighter working for 'The Seven', a vast criminal network which operates from a host of secret pirate strongholds strewn across the known universe. Threat level: Deadly",10900000.0000000000,109000.0000000000,120.0000000000,1,2,None,0,None,None,31,337
18579,817,Seven Bodyguard,"This is a fighter working for Zazzmatazz, an influential rogue pirate leader who controls a vast amount of secret pirate strongholds strewn across the known universe.  Bodyguards serve to protect Zazzmatazz and his highest ranking henchmen, especially the members of the inner leadership, going under the name of ""The Seven"". Threat level: Deadly",10900000.0000000000,109000.0000000000,120.0000000000,1,2,None,0,None,None,31,337
18580,274,Tycoon,Ability to organize and manage ultra large-scale market operations. Each level raises the limit of active orders by 32.,0E-10,0.0100000000,0E-10,1,4,125000000.0000,1,378,33,None,0
18581,409,Zazzmatazz's Bodyguard Insignia,Identification tags such as these may prove valuable if handed to the proper organization.,0.1000000000,0.1000000000,0E-10,1,None,None,1,None,2040,None,0
18582,496,Storage Taxes,"This reinforced container revolves silently in space, and is guarded by somewhat stronger ships than what you've seen patrolling the enormous cargo rigs around it.",10000.0000000000,10500.0000000000,10000.0000000000,1,None,None,0,None,16,31,1176
18583,314,Ornamental Necklace,Often given as a wedding gift.,1.0000000000,0.1000000000,0E-10,1,None,None,1,None,2209,None,0
18584,820,Intoxicated Commander,"Guristas Commanders are master tacticians, frequently veterans of empire navies before swerving of the straight path to become outlaws. Threat level: Deadly",10100000.0000000000,101000.0000000000,235.0000000000,1,1,None,0,None,None,20904,1824
18585,474,Weekend Pass for Sin Boulevard,This pass is handed out to Guristas operatives that have earned a special treatment in their reinvigoration camp. The gate will remain open for a short period of time and the accesscard will be rendered useless after uploading the card's data to the gate's activation device.,1.0000000000,0.1000000000,0E-10,1,None,None,1,None,2038,None,0
18586,480,BH Structure Anchoring Array,Testing Module Used to speed up POS online time.,100000000.0000000000,4000.0000000000,0E-10,1,None,None,0,None,None,None,2613
18588,972,Observator Deep Space Probe I,"The deep-space probe uses directional measurements of the red shifting of scan signatures due to space-time expansion to give very coarse scanning of objects up to interstellar ranges. You only need one such probe for analysis, and it scans everything within 1000AU.",1.0000000000,0.1250000000,0E-10,1,None,23442.0000,0,None,2222,None,0
18590,482,Arkonor Mining Crystal II,"A custom-cut frequency crystal whose refractive qualities are specifically suited to boosting Arkonor yield. Due to their molecular make-up and the strength of the modulated miner's beam, these crystals will deteriorate through extended use. Can be loaded into modulated mining lasers only.",1.0000000000,10.0000000000,0E-10,1,None,None,0,None,2645,None,0
18591,727,Arkonor Mining Crystal II Blueprint,,0E-10,0.0100000000,0E-10,1,None,10000000000.0000,0,None,2645,None,1142
18592,482,Bistot Mining Crystal II,"A custom-cut frequency crystal whose refractive qualities are specifically suited to boosting Bistot yield. Due to their molecular make-up and the strength of the modulated miner's beam, these crystals will deteriorate through extended use. Can be loaded into modulated mining lasers only.",1.0000000000,10.0000000000,0E-10,1,None,None,0,None,2646,None,0
18593,727,Bistot Mining Crystal II Blueprint,,0E-10,0.0100000000,0E-10,1,None,10000000000.0000,0,None,2646,None,1142
18594,482,Crokite Mining Crystal II,"A custom-cut frequency crystal whose refractive qualities are specifically suited to boosting Crokite yield. Due to their molecular make-up and the strength of the modulated miner's beam, these crystals will deteriorate through extended use. Can be loaded into modulated mining lasers only.",1.0000000000,10.0000000000,0E-10,1,None,None,0,None,2647,None,0
18595,727,Crokite Mining Crystal II Blueprint,,0E-10,0.0100000000,0E-10,1,None,10000000000.0000,0,None,2647,None,1142
18596,482,Dark Ochre Mining Crystal II,"A custom-cut frequency crystal whose refractive qualities are specifically suited to boosting Dark Ochre yield. Due to their molecular make-up and the strength of the modulated miner's beam, these crystals will deteriorate through extended use. Can be loaded into modulated mining lasers only.",1.0000000000,10.0000000000,0E-10,1,None,None,0,None,2648,None,0
18597,727,Dark Ochre Mining Crystal II Blueprint,,0E-10,0.0100000000,0E-10,1,None,10000000000.0000,0,None,2648,None,1142
18598,482,Gneiss Mining Crystal II,"A custom-cut frequency crystal whose refractive qualities are specifically suited to boosting Gneiss yield. Due to their molecular make-up and the strength of the modulated miner's beam, these crystals will deteriorate through extended use. Can be loaded into modulated mining lasers only.",1.0000000000,10.0000000000,0E-10,1,None,None,0,None,2649,None,0
18599,727,Gneiss Mining Crystal II Blueprint,,0E-10,0.0100000000,0E-10,1,None,10000000000.0000,0,None,2649,None,1142
18600,482,Hedbergite Mining Crystal II,"A custom-cut frequency crystal whose refractive qualities are specifically suited to boosting Hedbergite yield. Due to their molecular make-up and the strength of the modulated miner's beam, these crystals will deteriorate through extended use. Can be loaded into modulated mining lasers only.",1.0000000000,10.0000000000,0E-10,1,None,None,0,None,2650,None,0
18601,727,Hedbergite Mining Crystal II Blueprint,,0E-10,0.0100000000,0E-10,1,None,10000000000.0000,0,None,2650,None,1142
18602,482,Hemorphite Mining Crystal II,"A custom-cut frequency crystal whose refractive qualities are specifically suited to boosting Hemorphite yield. Due to their molecular make-up and the strength of the modulated miner's beam, these crystals will deteriorate through extended use. Can be loaded into modulated mining lasers only.",1.0000000000,10.0000000000,0E-10,1,None,None,0,None,2651,None,0
18603,727,Hemorphite Mining Crystal II Blueprint,,0E-10,0.0100000000,0E-10,1,None,10000000000.0000,0,None,2651,None,1142
18604,482,Jaspet Mining Crystal II,"A custom-cut frequency crystal whose refractive qualities are specifically suited to boosting Jaspet yield. Due to their molecular make-up and the strength of the modulated miner's beam, these crystals will deteriorate through extended use. Can be loaded into modulated mining lasers only.",1.0000000000,10.0000000000,0E-10,1,None,None,0,None,2652,None,0
18605,727,Jaspet Mining Crystal II Blueprint,,0E-10,0.0100000000,0E-10,1,None,10000000000.0000,0,None,2652,None,1142
18606,482,Kernite Mining Crystal II,"A custom-cut frequency crystal whose refractive qualities are specifically suited to boosting Kernite yield. Due to their molecular make-up and the strength of the modulated miner's beam, these crystals will deteriorate through extended use. Can be loaded into modulated mining lasers only.",1.0000000000,10.0000000000,0E-10,1,None,None,0,None,2653,None,0
18607,727,Kernite Mining Crystal II Blueprint,,0E-10,0.0100000000,0E-10,1,None,10000000000.0000,0,None,2653,None,1142
18608,663,Mercoxit Asteroid Mining Crystal Type A II,"An advanced custom-cut frequency crystal whose refractive qualities are specifically suited to boosting Mercoxit yield.

Due to their molecular make-up and the strength of the modulated miner's beam, these crystals will deteriorate through extended use. Can be loaded into modulated mining lasers only.

Type A crystals are used with modulated mining equipment and provide steady yields, with low residues and high reliability. A crystal choice for methodical mining operations prioritizing resource utilization over time.",1.0000000000,10.0000000000,0E-10,1,None,3360000.0000,1,2804,24975,None,25153
18609,727,Mercoxit Asteroid Mining Crystal Type A II Blueprint,,0E-10,0.0100000000,0E-10,1,None,10000000000.0000,1,None,24975,None,1142
18610,482,Omber Mining Crystal II,"A custom-cut frequency crystal whose refractive qualities are specifically suited to boosting Omber yield. Due to their molecular make-up and the strength of the modulated miner's beam, these crystals will deteriorate through extended use. Can be loaded into modulated mining lasers only.",1.0000000000,10.0000000000,0E-10,1,None,None,0,None,2655,None,0
18611,727,Omber Mining Crystal II Blueprint,,0E-10,0.0100000000,0E-10,1,None,10000000000.0000,0,None,2655,None,1142
18612,482,Plagioclase Mining Crystal II,"A custom-cut frequency crystal whose refractive qualities are specifically suited to boosting Plagioclase yield. Due to their molecular make-up and the strength of the modulated miner's beam, these crystals will deteriorate through extended use. Can be loaded into modulated mining lasers only.",1.0000000000,10.0000000000,0E-10,1,None,None,0,None,2656,None,0
18613,727,Plagioclase Mining Crystal II Blueprint,,0E-10,0.0100000000,0E-10,1,None,10000000000.0000,0,None,2656,None,1142
18614,482,Pyroxeres Mining Crystal II,"A custom-cut frequency crystal whose refractive qualities are specifically suited to boosting Pyroxeres yield. Due to their molecular make-up and the strength of the modulated miner's beam, these crystals will deteriorate through extended use. Can be loaded into modulated mining lasers only.",1.0000000000,10.0000000000,0E-10,1,None,None,0,None,2657,None,0
18615,727,Pyroxeres Mining Crystal II Blueprint,,0E-10,0.0100000000,0E-10,1,None,10000000000.0000,0,None,2657,None,1142
18616,482,Scordite Mining Crystal II,"A custom-cut frequency crystal whose refractive qualities are specifically suited to boosting Scordite yield. Due to their molecular make-up and the strength of the modulated miner's beam, these crystals will deteriorate through extended use. Can be loaded into modulated mining lasers only.",1.0000000000,10.0000000000,0E-10,1,None,None,0,None,2658,None,0
18617,727,Scordite Mining Crystal II Blueprint,,0E-10,0.0100000000,0E-10,1,None,10000000000.0000,0,None,2658,None,1142
18618,482,Veldspar Mining Crystal II,"A custom-cut frequency crystal whose refractive qualities are specifically suited to boosting Veldspar yield. Due to their molecular make-up and the strength of the modulated miner's beam, these crystals will deteriorate through extended use. Can be loaded into modulated mining lasers only.",1.0000000000,10.0000000000,0E-10,1,None,None,0,None,2660,None,0
